stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
2636.TW,台驊,79.8,18.0,4.48,7.83,6.45,79800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2637.TW,慧洋-KY,64.8,18.0,4.52,11.51,11.15,64800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2642.TW,宅配通,27.0,18.0,1.74,14.7,18.0,27000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2701.TW,萬企,11.9,15.0,0.72,9.82,7.86,11900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2702.TW,華園,13.4,18.0,0.96,8.4,8.43,13400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2704.TW,國賓,46.8,18.0,3.88,2.14,2.71,46800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2705.TW,六福,18.9,15.0,1.48,11.85,11.19,18900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2706.TW,第一店,13.95,15.0,0.85,5.87,7.49,13950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2707.TW,晶華,195.0,12.0,12.47,13.84,11.7,195000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2712.TW,遠雄來,20.2,18.0,1.71,12.21,12.71,20200000000,Industrials,Manufacturing,['TWSTOCK']
2727.TW,王品,252.0,15.0,18.94,12.51,12.7,252000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2801.TW,彰銀,18.25,12.0,2.21,9.7,8.88,18250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2809.TW,京城銀,50.1,12.0,3.62,16.59,13.87,50100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2812.TW,台中銀,20.55,15.0,1.99,2.89,2.77,20550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2816.TW,旺旺保,26.3,15.0,3.12,10.49,13.14,26300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2820.TW,華票,15.5,12.0,1.3,4.44,3.41,15500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2823.TW,中壽,,15.0,1.85,0.52,0.5,356321485379,Industrials,Manufacturing,['ESTIMATED']
2832.TW,台產,34.55,15.0,2.71,7.08,8.86,34550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2834.TW,臺企銀,14.75,15.0,1.13,16.17,16.93,14750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2836.TW,高雄銀,11.85,12.0,1.05,0.78,0.69,11850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2838.TW,聯邦銀,17.2,12.0,2.07,15.39,19.01,17200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2845.TW,遠東銀,12.95,15.0,1.06,7.48,6.88,12950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2849.TW,安泰銀,13.75,15.0,1.17,8.69,6.38,13750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2850.TW,新產,105.0,12.0,7.56,13.79,17.42,105000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2851.TW,中再保,24.9,15.0,2.09,2.15,2.75,24900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2852.TW,第一保,27.8,15.0,2.35,10.36,12.37,27800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2855.TW,統一證,22.7,18.0,1.91,15.54,16.86,22700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2856.TW,元富證,,15.0,1.1,17.82,13.78,344855778854,Industrials,Manufacturing,['ESTIMATED']
2867.TW,三商壽,5.26,18.0,0.47,5.1,3.75,5260000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2880.TW,華南金,26.3,12.0,2.83,15.05,15.46,26300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2881.TW,富邦金,79.6,15.0,8.84,4.14,4.03,79600000000,Financial Services,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2882.TW,國泰金,59.8,18.0,5.44,6.2,7.12,717600000000,Financial Services,Insurance,"['TWSTOCK', 'TWSE_API']"
2883.TW,開發金,17.3,15.0,2.13,15.77,19.78,17300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2884.TW,玉山金,29.8,15.0,2.21,9.4,11.99,29800000000,Financial Services,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2885.TW,元大金,31.35,15.0,2.76,15.08,12.11,31350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2886.TW,兆豐金,39.65,12.0,4.15,14.46,13.44,39650000000,Financial Services,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2887.TW,台新金,17.15,15.0,1.93,11.42,14.34,17149999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2888.TW,新光金,12.05,15.0,0.86,8.67,9.88,12050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2889.TW,國票金,12.5,15.0,0.96,11.08,14.08,12500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2890.TW,永豐金,22.95,15.0,1.66,5.1,3.64,22950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2891.TW,中信金,40.85,12.0,4.08,10.23,7.7,494285000000,Financial Services,Banks,"['TWSTOCK', 'TWSE_API']"
2892.TW,第一金,27.05,12.0,3.13,2.13,1.96,27050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2901.TW,欣欣,26.05,12.0,1.63,6.34,5.15,26050000000,Industrials,Manufacturing,['TWSTOCK']
2903.TW,遠百,23.3,15.0,2.18,16.66,21.24,23300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2904.TW,匯僑,18.45,12.0,1.1,13.68,15.62,18450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2905.TW,三商,12.95,18.0,0.88,9.26,7.29,12950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2906.TW,高林,15.95,15.0,1.13,2.5,2.89,15950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2908.TW,特力,20.65,12.0,2.04,17.66,20.19,20650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2910.TW,統領,21.6,15.0,1.34,11.22,8.19,21600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2911.TW,麗嬰房,4.55,18.0,0.44,12.98,15.11,4550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2912.TW,統一超,255.5,12.0,14.37,4.33,5.16,255500000000,Consumer Goods,Retail,"['TWSTOCK', 'TWSE_API']"
2913.TW,農林,15.8,18.0,1.25,4.59,4.32,15800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2915.TW,潤泰全,50.5,18.0,3.18,3.47,2.49,50500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2923.TW,鼎固-KY,23.75,18.0,1.76,4.96,6.06,23750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2924.TW,東凌-KY,,15.0,1.7,9.7,12.44,776235063643,Industrials,Manufacturing,['ESTIMATED']
2928.TW,紅馬-KY,,15.0,1.92,1.18,1.02,325426534348,Industrials,Manufacturing,['ESTIMATED']
2929.TW,淘帝-KY,10.05,18.0,0.91,3.48,4.4,10050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2936.TW,客思達-KY,,15.0,1.7,4.84,4.06,770404177181,Industrials,Manufacturing,['ESTIMATED']
2939.TW,凱羿-KY,31.75,15.0,3.12,6.41,5.38,31750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3002.TW,歐格,13.65,18.0,0.93,15.3,18.84,13650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3003.TW,健和興,55.1,18.0,3.19,11.03,12.31,55100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3004.TW,豐達科,144.5,18.0,10.19,8.11,6.05,144500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3005.TW,神基,121.5,18.0,10.39,4.86,4.64,121500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3006.TW,晶豪科,52.5,18.0,3.66,11.65,9.96,52500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3008.TW,大立光,2315.0,18.0,144.54,10.47,11.87,2315000000000,Industrials,Optical Components,"['TWSTOCK', 'TWSE_API']"
3009.TW,奇邑,,15.0,1.82,8.49,8.48,468819159080,Industrials,Manufacturing,['ESTIMATED']
3010.TW,華立,108.0,18.0,7.86,9.91,7.43,108000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3011.TW,今皓,13.0,18.0,1.0,16.95,16.91,13000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3013.TW,晟銘電,98.2,18.0,7.22,10.8,11.11,98200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3014.TW,聯陽,135.0,18.0,11.6,6.8,5.34,135000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3015.TW,全漢,61.6,18.0,4.64,1.07,1.37,61600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3016.TW,嘉晶,31.3,18.0,2.92,15.76,19.29,31300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3017.TW,奇鋐,620.0,18.0,51.25,12.61,9.41,620000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3018.TW,同開,20.1,18.0,1.45,9.88,12.7,20100000000,Industrials,Manufacturing,['TWSTOCK']
3019.TW,亞光,134.0,18.0,8.53,10.82,8.75,134000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3021.TW,鴻名,17.9,18.0,1.11,11.96,11.82,17900000000,Industrials,Manufacturing,['TWSTOCK']
3022.TW,威強電,84.5,18.0,6.23,13.03,10.61,84500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3023.TW,信邦,232.5,18.0,14.75,6.53,6.65,232500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3024.TW,憶聲,15.05,18.0,1.21,5.52,4.52,15050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3025.TW,星通,50.8,18.0,4.29,12.11,14.05,50800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3026.TW,禾伸堂,85.7,15.0,6.12,16.52,16.15,85700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3027.TW,盛達,38.3,18.0,2.93,13.02,14.64,38300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3028.TW,增你強,33.85,15.0,1.93,4.33,5.21,33850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3029.TW,零壹,114.5,18.0,8.37,7.77,5.96,114500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3030.TW,德律,113.0,18.0,6.56,3.0,2.78,113000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3031.TW,佰鴻,19.5,18.0,1.3,6.39,5.65,19500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3032.TW,偉訓,69.6,18.0,4.13,11.93,8.63,69600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3033.TW,威健,32.9,15.0,2.64,15.62,14.06,32900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3034.TW,聯詠,516.0,15.0,44.77,14.89,18.74,516000000000,Technology,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3035.TW,智原,176.0,18.0,10.47,2.48,2.01,176000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3036.TW,文曄,124.0,18.0,8.15,10.86,13.29,124000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3037.TW,欣興,106.0,18.0,7.29,9.3,11.73,106000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3038.TW,全台,23.25,18.0,1.31,0.43,0.31,23250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3040.TW,遠見,44.1,18.0,4.39,7.89,7.73,44100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3041.TW,揚智,25.75,18.0,2.11,11.07,11.48,25750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3042.TW,晶技,94.3,15.0,5.25,17.02,19.24,94300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3043.TW,科風,26.8,18.0,1.75,11.6,13.67,26800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3044.TW,健鼎,214.0,18.0,18.87,6.94,6.02,214000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3045.TW,台灣大,114.0,12.0,6.7,8.84,10.92,114000000000,Telecommunications,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3046.TW,建榮,44.8,18.0,4.08,8.83,8.01,44800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3047.TW,訊舟,20.25,18.0,1.35,5.78,6.08,20250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3048.TW,益登,26.75,18.0,2.02,1.85,2.18,26750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3049.TW,和鑫,6.61,18.0,0.57,7.26,8.44,6610000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3050.TW,鈺齊,13.45,18.0,1.3,13.41,13.63,13450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3051.TW,力特,28.85,18.0,1.69,3.83,3.64,28850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3052.TW,夆典,12.85,15.0,0.96,13.02,16.04,12850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3053.TW,健策,,15.0,3.66,7.65,7.12,287132355044,Industrials,Manufacturing,['ESTIMATED']
3054.TW,立萬利,23.85,15.0,2.32,0.76,0.76,23850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3055.TW,蔚華科,52.5,18.0,3.37,7.39,5.46,52500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3056.TW,總太,35.05,15.0,2.61,17.15,18.43,35050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3057.TW,喬鼎,11.2,18.0,0.75,4.29,3.44,11200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3058.TW,立德,10.05,18.0,0.92,8.65,8.49,10050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3059.TW,華晶科,40.35,18.0,2.71,5.78,6.51,40350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3060.TW,銘異,22.9,18.0,1.53,10.52,11.8,22900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3061.TW,璨圓,,15.0,2.8,15.25,19.23,443882990423,Industrials,Manufacturing,['ESTIMATED']
3062.TW,建漢,23.15,18.0,2.05,6.58,5.66,23150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3189.TW,景碩,81.7,18.0,7.45,12.85,15.37,81700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3209.TW,全科,37.85,15.0,2.1,9.01,6.74,37850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3229.TW,晟鈦,15.9,18.0,1.01,12.99,16.47,15900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3231.TW,緯創,116.5,18.0,7.6,1.36,1.35,116500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3266.TW,昇陽,15.55,15.0,1.55,6.13,5.35,15550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3296.TW,勝德,20.3,18.0,1.27,7.99,6.65,20300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3308.TW,聯德,18.65,18.0,1.04,0.83,0.68,18650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3311.TW,閎暉,36.25,15.0,3.34,9.29,8.15,36250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3312.TW,弘憶股,50.9,18.0,3.53,16.8,12.33,50900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3376.TW,新日興,180.0,18.0,12.74,15.44,13.76,180000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3380.TW,明泰,28.9,18.0,2.87,14.31,15.32,28900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3383.TW,新世紀,,15.0,2.44,1.45,1.57,433342217747,Industrials,Manufacturing,['ESTIMATED']
3406.TW,玉晶光,393.0,18.0,30.48,6.31,6.82,393000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3413.TW,京鼎,301.0,18.0,19.88,3.98,4.7,301000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3416.TW,融程電,134.5,18.0,11.41,0.07,0.07,134500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3419.TW,譁裕,13.5,15.0,0.86,17.06,13.02,13500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3443.TW,創意,1165.0,18.0,86.21,15.17,18.03,1165000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3481.TW,群創,12.2,18.0,0.73,2.34,1.65,12200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3501.TW,維熹,58.0,15.0,4.67,8.34,8.93,58000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3504.TW,揚明光,47.7,18.0,2.94,2.89,2.11,47700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3515.TW,華擎,215.0,18.0,14.9,3.37,2.37,215000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3518.TW,柏騰,16.75,18.0,1.05,1.03,1.03,16750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3528.TW,安馳,82.5,18.0,6.33,0.84,1.01,82500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3529.TW,力旺,,15.0,2.48,5.95,7.43,372648877840,Industrials,Manufacturing,['ESTIMATED']
3530.TW,晶相光,62.0,18.0,5.01,8.55,10.48,62000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3533.TW,嘉澤,1315.0,18.0,77.08,13.98,12.77,1315000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3545.TW,敦泰,62.5,18.0,6.15,13.42,11.08,62500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3550.TW,聯穎,13.65,18.0,0.91,10.58,10.12,13650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3557.TW,嘉威,51.1,18.0,3.42,4.32,4.61,51100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3558.TW,神準,,15.0,2.89,6.27,7.34,532771622747,Industrials,Manufacturing,['ESTIMATED']
3561.TW,昇陽科,,15.0,3.83,4.67,4.64,600165022731,Industrials,Manufacturing,['ESTIMATED']
3576.TW,聯合再生,7.4,18.0,0.54,5.56,4.75,7400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3579.TW,尚志,,15.0,1.87,1.49,1.64,452423362594,Industrials,Manufacturing,['ESTIMATED']
3583.TW,辛耘,285.0,18.0,21.52,7.69,6.97,285000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3588.TW,通嘉,48.5,18.0,4.31,6.51,5.85,48500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3592.TW,瑞鼎,341.5,18.0,23.6,9.53,10.9,341500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3593.TW,力銘,7.99,18.0,0.72,13.51,16.21,7990000000,Industrials,Manufacturing,['TWSTOCK']
3596.TW,智易,214.0,15.0,12.84,1.09,1.27,214000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3605.TW,宏致,52.5,18.0,4.59,17.22,13.94,52500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3607.TW,谷崧,14.5,18.0,1.38,8.21,10.19,14500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3617.TW,碩天,258.0,18.0,15.3,9.05,11.01,258000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3622.TW,洋華,54.0,18.0,4.45,16.77,14.59,54000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3645.TW,達邁,59.3,18.0,4.03,14.59,12.09,59300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3653.TW,健策,1355.0,18.0,116.07,11.19,11.42,1355000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3661.TW,世芯,2810.0,18.0,182.01,11.75,11.15,2810000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3665.TW,貿聯,645.0,18.0,36.69,13.54,14.62,645000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3669.TW,圓展,33.75,18.0,1.95,1.1,1.24,33750000000,Industrials,Manufacturing,['TWSTOCK']
3679.TW,新至陞,138.0,18.0,11.04,17.15,16.97,138000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3682.TW,亞太電,,15.0,3.53,17.33,20.22,604106178709,Industrials,Manufacturing,['ESTIMATED']
3694.TW,海華,53.1,18.0,3.6,11.02,13.94,53100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3697.TW,晶華,,15.0,3.11,14.6,18.46,392952282434,Industrials,Manufacturing,['ESTIMATED']
3701.TW,大眾控,32.85,18.0,2.74,2.06,2.66,32850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3702.TW,大聯大,70.4,15.0,6.33,13.72,14.19,70400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3703.TW,欣陸,23.9,18.0,2.04,4.57,3.36,23900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3704.TW,合勤控,28.95,18.0,1.65,8.76,7.41,28950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3705.TW,永信,61.3,15.0,4.27,5.44,4.24,61300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3706.TW,神達,59.7,18.0,3.72,12.39,9.7,59700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3708.TW,上緯投控,81.9,18.0,4.87,1.34,1.5,81900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
3711.TW,日月光投控,138.0,18.0,7.81,2.11,2.2,138000000000,Technology,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4104.TW,佳醫,85.6,12.0,7.1,17.51,16.68,85600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4106.TW,雃博,23.0,15.0,1.5,1.2,1.01,23000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4119.TW,旭富,68.0,15.0,5.82,4.49,4.86,68000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4123.TW,晟德,,15.0,3.54,6.63,5.46,340554802558,Industrials,Manufacturing,['ESTIMATED']
4133.TW,亞諾法,30.6,18.0,2.06,13.91,17.12,30600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4137.TW,麗豐-KY,120.0,15.0,9.16,12.93,11.21,120000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4148.TW,全宇生技-KY,47.7,18.0,3.72,13.04,10.98,47700000000,Industrials,Manufacturing,['TWSTOCK']
4155.TW,訊映,17.45,18.0,1.01,5.04,6.38,17450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4164.TW,承業醫,43.5,18.0,3.11,7.43,8.19,43500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4174.TW,浩鼎,,15.0,1.85,0.13,0.14,616874579276,Industrials,Manufacturing,['ESTIMATED']
4406.TW,新昕纖,,15.0,3.43,8.92,8.17,177824318744,Industrials,Manufacturing,['ESTIMATED']
4414.TW,如興,3.45,18.0,0.34,4.27,3.69,3450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4426.TW,利勤,11.35,18.0,1.05,7.96,6.44,11350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4432.TW,銘旺實,,15.0,1.46,12.68,10.36,354556463833,Industrials,Manufacturing,['ESTIMATED']
4438.TW,廣越,85.7,18.0,7.37,10.44,13.1,85700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4904.TW,遠傳,86.5,12.0,8.61,9.56,8.7,86500000000,Telecommunications,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4906.TW,正文,26.6,18.0,2.51,13.35,14.17,26600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4958.TW,臻鼎-KY,103.0,15.0,9.38,8.24,6.71,103000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4967.TW,十銓,72.7,18.0,5.91,14.08,15.26,72700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4968.TW,立積,122.5,18.0,10.03,0.61,0.48,122500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4989.TW,榮科,15.95,18.0,1.23,16.75,15.06,15950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
4994.TW,傳奇,92.7,15.0,5.27,16.64,20.28,92700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5007.TW,三星,52.8,12.0,3.55,14.31,14.85,52800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5203.TW,訊連,111.0,18.0,7.78,8.13,9.97,111000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5215.TW,科嘉-KY,39.1,18.0,3.85,2.76,2.9,39100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5234.TW,達興材料,209.5,18.0,19.4,9.07,11.56,209500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5269.TW,祥碩,1955.0,18.0,144.38,14.58,10.65,1955000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5283.TW,禾聯碩,86.2,15.0,4.79,15.56,19.27,86200000000,Industrials,Manufacturing,['TWSTOCK']
5288.TW,豐祥-KY,145.0,18.0,9.11,10.04,12.14,145000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
5347.TW,世界,,15.0,2.2,7.27,6.6,167874929424,Industrials,Manufacturing,['ESTIMATED']
5353.TW,台林,,15.0,2.04,1.37,1.73,188741777101,Industrials,Manufacturing,['ESTIMATED']
5371.TW,中光電,,15.0,3.44,1.83,1.56,765260132401,Industrials,Manufacturing,['ESTIMATED']
5388.TW,中磊,97.5,18.0,5.65,4.31,4.67,97500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
